"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"East Lyme","CT","New London","New London",4994,296000,0.000676132521974307,-0.00537634408602151,-0.0100334448160535,-0.00571162352903165,-0.0188924609214369,"2005-11","2005-Q4",366000,-0.191256830601093,"2003-11"
2015-08-31,"Bay Wood","NY","New York","Suffolk",4995,246800,0.00529531568228106,-0.0056406124093473,-0.00923323966278603,-0.0180263777590802,-0.0295413122806105,"2007-04","2007-Q2",358400,-0.311383928571429,"2003-09"
2015-08-31,"Robeson","PA","Reading","Berks",4996,211200,0,0.0100430416068867,0.0193050193050193,0.00334775544797661,0.0075484698242112,"2007-02","2007-Q1",236300,-0.106220905628438,"2006-01"
2015-08-31,"The Village of Indian Hill","OH","Cincinnati","Hamilton",4997,1020100,-0.00652512660693416,-0.0233604595500239,0.00127601099332548,0.00090432058511758,-0.00468997193124243,"2007-04","2007-Q2",1136200,-0.102182714310861,"2004-11"
2015-08-31,"Pocomoke City","MD","Ocean Pines","Worcester",4998,120400,-0.0106820049301561,-0.0398724082934609,-0.111439114391144,-0.0328711975778192,-0.0221970944025364,"2005-11","2005-Q4",155300,-0.224726336123632,"2004-09"
2015-08-31,"Wakeman","OH","Norwalk","Huron",4999,151100,0.0120562625586068,0.0427881297446515,0.249793217535153,0.0280203577313405,-0.000659415488637127,"2006-02","2006-Q1",155800,-0.0301668806161746,"2005-03"
2015-08-31,"Farmersville","CA","Visalia","Tulare",5000,127600,-0.000783085356303837,0.00789889415481832,0.154751131221719,0.0529184890651104,-0.0283393032189212,"2006-07","2006-Q3",193400,-0.340227507755946,"2004-11"
2015-08-31,"Upper Mt Bethel Township","PA","Allentown","Northampton",5001,212500,0.00425330812854442,0.0123868508813721,0.0315533980582524,-0.0111907385120233,-0.0113519417466093,"2006-12","2006-Q4",263900,-0.194770746494884,"2004-10"
2015-08-31,"Island Lake","IL","Chicago","McHenry",5002,151500,0.00865512649800266,0.0208894878706199,0.0868005738880918,-0.0168078657582091,-0.0268055461094306,"2007-03","2007-Q1",209700,-0.277539341917024,"2001-02"
2015-08-31,"Mount Pleasant","TN","Columbia","Maury",5003,91400,0.00329308452250274,0.0212290502793296,0.0351075877689694,0.0267453293481059,0.0187566156137642,"2015-08","2015-Q3",91400,0,"2015-08"
2015-08-31,"Town of Conway","NH",,"Carroll",5004,161900,-0.00491702519975415,-0.0103911980440098,-0.0181928441479685,0.00349527936016525,-0.0159289102721382,"2006-01","2006-Q1",196000,-0.173979591836735,"2004-05"
2015-08-31,"Ramseur","NC","Greensboro","Randolph",5005,90600,0.00110497237569061,0.00666666666666667,0.00110497237569061,0.00356992572319803,-0.00325231676604709,"2009-03","2009-Q1",99900,-0.0930930930930931,"2004-07"
2015-08-31,"Fairfield","NJ","New York","Essex",5006,443400,-0.00269905533063428,-0.00180099054479964,-0.0102678571428571,-0.0165965864568804,-0.0253494084722575,"2007-03","2007-Q1",589100,-0.247326430147683,"2004-02"
2015-08-31,"Collier Township","PA","Pittsburgh","Allegheny",5007,214000,0.00848256361922714,0.0122989593188269,0.034816247582205,0.04058326431326,0.0293785782053249,"2015-08","2015-Q3",214000,0,"2015-08"
2015-08-31,"Stratham","NH","Boston","Rockingham",5008,342600,-0.00116618075801749,-0.00320046552225778,0.0334841628959276,0.0324075225449063,-0.00502467705003073,"2005-10","2005-Q4",364700,-0.0605977515766383,"2005-01"
2015-08-31,"Jamestown","OH","Dayton","Greene",5009,124300,-0.00160642570281125,-0.00320769847634322,0.0205254515599343,0.0114877008405332,-0.00470305440310037,"2004-02","2004-Q1",143800,-0.135605006954103,
2015-08-31,"Hudson Falls","NY","Glens Falls","Washington",5010,122200,-0.0032626427406199,0.00246103363412633,0.0900981266726138,0.00347288005249169,0.0256058735540654,"2015-06","2015-Q2",122700,-0.00407497962510187,"2015-06"
2015-08-31,"Lebanon","CT","New London","New London",5011,217000,-0.00183992640294388,-0.0163191296464189,-0.0216411181244364,-0.0101012759235393,-0.014959133866885,"2006-04","2006-Q2",260300,-0.166346523242413,"2004-05"
2015-08-31,"Mentor-on-the-Lake","OH","Cleveland","Lake",5012,115800,-0.00172413793103448,-0.0136286201022147,-0.000862812769628991,-0.0066029138128838,-0.0124082065525377,"2006-09","2006-Q3",135900,-0.147902869757174,"2000-08"
2015-08-31,"Parkton","MD","Baltimore","Baltimore",5013,410700,0.00146305779078274,-0.00242895312120476,0.0103321033210332,0.00469156406062865,-0.0111002152816202,"2006-07","2006-Q3",493800,-0.168286755771567,"2004-12"
2015-08-31,"Washington Township","PA","Pittsburgh","Westmoreland",5014,151500,-0.00263331138907176,0.00664451827242525,0.0133779264214047,0.0251591772906374,0.0136435911682489,"2015-07","2015-Q3",151900,-0.00263331138907176,"2015-06"
2015-08-31,"Wauconda","IL","Chicago","Lake",5015,186900,0.00214477211796247,0.00483870967741936,0.0529577464788732,-0.0132599324880907,-0.0247776859042312,"2006-08","2006-Q3",253200,-0.261848341232227,"2002-06"
2015-08-31,"Johnsburg","IL","Chicago","McHenry",5016,216700,0.00092378752886836,0.00324074074074074,-0.0207862629914144,-0.0201361565849312,-0.0219678934661337,"2007-10","2007-Q4",289900,-0.252500862366333,"2002-01"
2015-08-31,"Neptune Beach","FL","Jacksonville","Duval",5017,343200,0.012987012987013,0.032801685224195,0.0466605672461116,0.0565285800436979,0.00135030062752683,"2006-06","2006-Q2",386100,-0.111111111111111,"2005-09"
2015-08-31,"South Heidelberg Township","PA","Reading","Berks",5018,203500,-0.00196174595389897,0.000491642084562439,0.0164835164835165,-0.00436486114646006,0.00458529171067479,"2007-06","2007-Q2",227400,-0.105101143359719,"2006-02"
2015-08-31,"Lindstrom","MN","Minneapolis-St Paul","Chisago",5019,200400,0.00652938221998995,0.0203665987780041,0.0932896890343699,0.0294845442449991,-0.0197335783169971,"2005-10","2005-Q4",249100,-0.195503813729426,"2002-12"
2015-08-31,"Fairlawn","OH","Akron","Summit",5020,167600,0.001194743130227,0.00359281437125748,0.0332922318125771,0.00995649247167174,-0.00470866005208559,"2007-02","2007-Q1",182200,-0.0801317233809001,"2003-02"
2015-08-31,"Williston Park","NY","New York","Nassau",5021,510700,0.00472162108990754,0.00314280102141033,0.0679631953157675,0.036060259204491,0.00286426930928774,"2006-08","2006-Q3",521700,-0.021084914701936,"2006-05"
2015-08-31,"Town of East Troy","WI","Whitewater","Walworth",5022,207500,-0.00240384615384615,0.0117016089712335,0.061381074168798,0.0231100163162015,-0.000336724946437217,"2007-04","2007-Q2",218300,-0.0494732020155749,"2005-08"
2015-08-31,"Jackson","CA",,"Amador",5023,261300,0.0112229102167183,0.0219006648416113,0.0477145148356055,0.0234546541456284,,"2009-04","2009-Q2",274700,-0.0487804878048781,
2015-08-31,"Sophia","NC","Greensboro","Randolph",5024,111700,0.00449640287769784,0.0136116152450091,0.0154545454545455,0.00564493264094157,-0.00299397007089985,"2006-12","2006-Q4",123300,-0.0940794809407948,"2004-06"
2015-08-31,"Bel Aire","KS","Wichita","Sedgwick",5025,153300,0.00590551181102362,0.0240480961923848,0.100502512562814,0.0222904965797406,0.0136980338417003,"2009-05","2009-Q2",156500,-0.0204472843450479,"2009-01"
2015-08-31,"Sauk Village","IL","Chicago","Cook",5026,60500,0.0202360876897133,0.0449050086355786,-0.0210355987055016,-0.0418032105051999,-0.0553351262143091,"2007-07","2007-Q3",117200,-0.483788395904437,
2015-08-31,"Buffalo Township","PA","Pittsburgh","Butler",5027,202900,-0.0087933561309233,-0.0131322957198444,0.0346761856195818,0.0303809682451026,0.0144976107337149,"2015-06","2015-Q2",205800,-0.0140913508260447,"2015-01"
2015-08-31,"Glenwood","IL","Chicago","Cook",5028,109600,-0.00182149362477231,0.00920810313075507,0.0310442144873001,-0.00307364341004901,-0.0343139584482065,"2007-01","2007-Q1",169900,-0.354914655679812,"1999-07"
2015-08-31,"Newcastle","CA","Sacramento","Placer",5029,559000,-0.00214209210996073,-0.00586875333451894,0.0956487651901215,0.0736118809040616,-0.00587032964046441,"2006-08","2006-Q3",632800,-0.116624525916561,"2005-02"
2015-08-31,"Mapleton","UT","Provo","Utah",5030,325600,0.00711413547788432,0.0235774913549198,0.0668414154652687,0.0199349549008057,0.0204998423502756,"2009-06","2009-Q2",470200,-0.307528711186729,"2006-09"
2015-08-31,"Franktown","CO","Denver","Douglas",5031,537600,0.00636465743167353,0.0172185430463576,0.109597523219814,0.0541486130196169,0.0135936240633225,"2015-08","2015-Q3",537600,0,"2015-08"
2015-08-31,"Indiana Township","PA","Pittsburgh","Allegheny",5032,222700,-0.000448833034111311,0,0.0574548907882241,0.0499895025249479,0.0338766644313551,"2015-06","2015-Q2",223500,-0.00357941834451902,"2015-05"
2015-08-31,"Milton","WA","Seattle","Pierce",5033,261000,0.00772200772200772,0.026346834447503,0.0938809723386421,0.0262361064211296,0.00217130023810386,"2007-03","2007-Q1",304500,-0.142857142857143,"2005-10"
2015-08-31,"Leicester","MA","Worcester","Worcester",5034,212500,0,0.00950118764845606,0.0104612458392772,-0.00168556066731917,-0.0202352951698119,"2006-02","2006-Q1",262800,-0.191400304414003,"2003-03"
2015-08-31,"Granby","CT","Hartford","Hartford",5035,260300,0.00540749324063345,0.0187866927592955,0.0272296764009471,-0.00977216152498361,-0.0112566834120054,"2007-07","2007-Q3",308900,-0.157332470055034,"2004-04"
2015-08-31,"Sunman","IN","Cincinnati","Dearborn",5036,144700,0.00416377515614157,0.0335714285714286,0.0455202312138728,0.00792514597023675,0.0000691347809762544,"2010-02","2010-Q1",151600,-0.0455145118733509,"2009-12"
2015-08-31,"Atlantic Highlands","NJ","New York","Monmouth",5037,380300,-0.00131302521008403,-0.00392875851231011,-0.00627123072903057,0.00458514729207682,-0.0122762469348634,"2006-08","2006-Q3",459300,-0.172000870890486,"2004-09"
2015-08-31,"Dunellen","NJ","New York","Middlesex",5038,250800,0.0032,0.00239808153477218,-0.000796812749003984,-0.00786518297940964,-0.0222230649322406,"2006-05","2006-Q2",328300,-0.236064575083765,"2003-11"
2015-08-31,"Fair Plain","MI","Niles","Berrien",5039,95900,0.00524109014675052,0.0202127659574468,0.0885357548240636,-0.00268932318921344,-0.00855133648780226,"2002-08","2002-Q3",111500,-0.139910313901345,"2002-05"
2015-08-31,"Rougemont","NC","Durham","Durham",5040,192100,0.0031331592689295,0.00786988457502623,-0.00207792207792208,0.0215203093061764,0.0125352504397647,"2014-05","2014-Q2",195700,-0.0183955033214103,"2014-04"
2015-08-31,"Ferris","TX","Dallas-Fort Worth","Ellis",5041,99100,0.00609137055837563,-0.00201409869083585,0.157710280373832,0.0411606050633317,0.0101283602510809,"2007-12","2007-Q4",99700,-0.00601805416248746,"2007-09"
2015-08-31,"Florence","OR","Eugene","Lane",5042,193700,0.00780437044745057,0.0189374013677012,0.047027027027027,0.000931871570059917,-0.00940667792972549,"2006-08","2006-Q3",254200,-0.238001573564123,"2005-05"
2015-08-31,"Youngstown","FL","Panama City","Bay",5043,138000,0.0072992700729927,0.0139603232916973,-0.0036101083032491,-0.0199123639145123,-0.0255688535191999,"2006-02","2006-Q1",194300,-0.289758106021616,"2004-09"
2015-08-31,"Madison Park","NJ","New York","Middlesex",5044,256400,0.00312989045383412,-0.000779423226812159,-0.0364524614806464,-0.00873662226511673,-0.016625635790516,"2007-02","2007-Q1",320900,-0.200997195387971,"2004-05"
2015-08-31,"Glenolden","PA","Philadelphia","Delaware",5045,135200,0,0.00445765230312036,-0.0109729334308705,-0.0316658713515136,-0.0147122952622987,"2007-11","2007-Q4",176000,-0.231818181818182,"2004-05"
2015-08-31,"Mount Joy","PA","Lancaster","Lancaster",5046,152900,0.00328083989501312,0.0119126406353408,0.021376085504342,0.0055861968267743,0.00820686257524117,"2007-07","2007-Q3",157900,-0.0316656111462951,"2007-01"
2015-08-31,"Dayton","OR","Portland","Yamhill",5047,183700,0.0121212121212121,0.050314465408805,0.125612745098039,0.0168209611072625,0.0168708882107855,"2007-10","2007-Q4",192900,-0.0476931052358735,"2006-10"
2015-08-31,"Groesbeck","OH","Cincinnati","Hamilton",5048,106400,0.00188323917137476,-0.000938967136150235,0.0240615976900866,0.00573651410823173,-0.0155081510717832,"2006-03","2006-Q1",126900,-0.161544523246651,"2001-04"
2015-08-31,"Town of Skaneateles","NY","Syracuse","Onondaga",5049,268800,0.00261096605744125,0.014722536806342,0.0151057401812689,0.0069894376599724,0.0108511144865977,"2009-04","2009-Q2",269800,-0.00370644922164566,"2009-03"
2015-08-31,"Atherton","CA","San Francisco","San Mateo",5050,5607500,0.0227438535055081,0.0662470764959784,0.238323432634764,0.124304557790576,0.0383541960226166,"2015-08","2015-Q3",5607500,0,"2015-08"
2015-08-31,"Ronan","MT",,"Lake",5051,182100,0.00496688741721854,0.00220143093010457,-0.076103500761035,-0.0670913810554264,0.0168355718934543,"2009-07","2009-Q3",297200,-0.387281292059219,"2008-08"
2015-08-31,"Old Saybrook","CT","Hartford","Middlesex",5052,360300,-0.00193905817174515,-0.00414593698175788,-0.00989282769991756,-0.00775413482833587,-0.0120165064865454,"2006-06","2006-Q2",422600,-0.147420728821581,"2004-10"
2015-08-31,"Treasure Island","FL","Tampa","Pinellas",5053,311300,0.00322268772155978,0.0166557805355976,0.0723389596968653,0.0406237473726441,-0.018156282511735,"2006-04","2006-Q2",402000,-0.225621890547264,"2004-12"
2015-08-31,"Indian River Estates","FL","Port St. Lucie","Saint Lucie",5054,115000,0.0150044130626655,0.0511882998171846,0.140873015873016,0.0699828028264025,-0.051095504859884,"2006-04","2006-Q2",209900,-0.452120057170081,"2003-09"
2015-08-31,"Cloverdale","IN","Indianapolis","Putnam",5055,103500,0.00975609756097561,0.0187007874015748,0.0626283367556468,0.00974726838556683,-0.00795020038972594,"2005-08","2005-Q3",112100,-0.0767172167707404,"2004-07"
2015-08-31,"North Union Township","PA","Pittsburgh","Fayette",5056,92900,0.00215749730312837,0,-0.0343035343035343,0.0382573106186008,0.0255287774328454,"2014-08","2014-Q3",96200,-0.0343035343035343,"2014-06"
2015-08-31,"Port Saint Joe","FL",,"Gulf",5057,212600,0.00853889943074004,0.0221153846153846,0.0737373737373737,0.0233793680979237,-0.0477830760039026,"2006-01","2006-Q1",359300,-0.408293904814918,"2003-12"
2015-08-31,"Town of Bourne","MA","Cape Cod","Barnstable",5058,371300,0.00732501356483994,0.0169816488633251,0.0572323462414579,0.0215219979487629,-0.00855207749974007,"2005-11","2005-Q4",407500,-0.0888343558282209,"2004-06"
2015-08-31,"Green Brook Township","NJ","New York","Somerset",5059,406300,0.00420168067226891,0.0124595066035385,-0.00854075158613958,0.00606499973712271,-0.0168380708258606,"2005-12","2005-Q4",490300,-0.171323679379971,"2004-04"
2015-08-31,"Indian Wells","CA","Riverside","Riverside",5060,656500,-0.00152091254752852,-0.00845793686754267,-0.0214637054702638,0.021728366829985,-0.0194153182772088,"2006-05","2006-Q2",852000,-0.229460093896714,"2004-08"
2015-08-31,"Gilford","NH","Laconia","Belknap",5061,203500,0.0079247152055473,0.0267406659939455,0.0812964930924548,0.0200179529180906,-0.0115633986530008,"2006-04","2006-Q2",242500,-0.160824742268041,"2004-09"
2015-08-31,"Pahokee","FL","Miami-Fort Lauderdale","Palm Beach",5062,95300,0.0203426124197002,0.00527426160337553,0.109429569266589,0.0238631158973752,-0.0286128653086319,"2007-01","2007-Q1",134300,-0.290394638868205,
2015-08-31,"Center Moriches","NY","New York","Suffolk",5063,336400,0.0224924012158055,0.0622039785285759,0.0778596603652675,-0.00376215701240168,-0.0206371543726118,"2007-06","2007-Q2",420500,-0.2,"2004-03"
2015-08-31,"Town of Albion","NY","Rochester","Orleans",5064,73400,0.00962861072902338,0.02945301542777,0.0622286541244573,0.023036083510128,0.00841484117830027,"2015-08","2015-Q3",73400,0,"2015-08"
2015-08-31,"Wesley Chapel","NC","Charlotte","Union",5065,296200,-0.00235769619400472,-0.00870147255689424,0.00406779661016949,0.0291994298430391,0.00967889263906296,"2007-07","2007-Q3",301100,-0.0162736632348057,"2007-03"
2015-08-31,"Middletown","PA","Allentown","Northampton",5066,185500,0.00651112316874661,0.0114503816793893,-0.00749063670411985,-0.0127582223887918,-0.0151982255895712,"2006-08","2006-Q3",239900,-0.226761150479366,"2004-09"
2015-08-31,"Midland Park","NJ","New York","Bergen",5067,418000,0.00215775593382882,0.00577478344562079,0.00287907869481766,-0.00298739277194704,-0.0125355413653928,"2006-02","2006-Q1",481700,-0.132239983392153,"2004-09"
2015-08-31,"Town of Plymouth","NH","Lebanon","Grafton",5068,150400,0,-0.00529100529100529,-0.0408163265306122,-0.0200161856019577,-0.0167073714593944,"2007-11","2007-Q4",183100,-0.178590933915893,"2004-06"
2015-08-31,"Moorestown Township","NJ","Philadelphia","Burlington",5069,690400,-0.000144822592324403,0.00670749489647127,0.0489213005165603,-0.000578369386475264,-0.0121407962177301,"2006-07","2006-Q3",828300,-0.166485572860075,"2004-10"
2015-08-31,"Buena Vista","CO",,"Chaffee",5070,261000,0.000766871165644172,0.00616808018504241,0.00115074798619102,0.0142275126448781,0.0127684266016206,"2008-08","2008-Q3",263000,-0.00760456273764259,"2008-07"
2015-08-31,"Charlotte","MI","Lansing","Eaton",5071,84500,0.0119760479041916,0.0406403940886699,0.0304878048780488,-0.00853445869381786,-0.0276077462005258,"2006-07","2006-Q3",115600,-0.269031141868512,"2002-02"
2015-08-31,"Lake Geneva","WI","Whitewater","Walworth",5072,156100,-0.000640204865556978,0.00579896907216495,0.00970245795601552,0.000641849052423593,-0.00474258395045646,"2007-08","2007-Q3",184000,-0.151630434782609,"2005-05"
2015-08-31,"Haddon Heights","NJ","Philadelphia","Camden",5073,245100,-0.00122249388753056,-0.00567951318458418,-0.05,0.00147529532792823,-0.00896622949340009,"2006-05","2006-Q2",287500,-0.147478260869565,"2004-12"
2015-08-31,"Westbrook","CT","Hartford","Middlesex",5074,329900,0.00243087207535703,0.00182204676586699,0.0175817396668723,-0.0098277487329711,-0.0144270455239713,"2006-04","2006-Q2",401500,-0.178331257783313,"2004-06"
2015-08-31,"Byram Township","NJ","New York","Sussex",5075,246500,0.0081799591002045,0.0240963855421687,0.040084388185654,-0.00503461737256883,-0.0245629603035004,"2007-05","2007-Q2",334700,-0.263519569763968,"2003-08"
2015-08-31,"Alcoa","TN","Knoxville","Blount",5076,104400,0.000958772770853308,0.00191938579654511,0.0225269343780607,0.0127328201128987,0.0176996830219871,"2015-08","2015-Q3",104400,0,"2015-08"
2015-08-31,"Clayton","NJ","Philadelphia","Gloucester",5077,151400,0.0046449900464499,0.00731869594145043,0.00866089273817455,-0.0139294915429341,-0.00649867220434419,"2007-05","2007-Q2",182300,-0.169500822819528,"2005-02"
2015-08-31,"Churubusco","IN","Fort Wayne","Whitley",5078,116300,-0.00598290598290598,-0.00767918088737201,-0.00257289879931389,0.00991871151129864,-0.000770584708819855,"2006-10","2006-Q4",122100,-0.0475020475020475,"2005-11"
