"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Carthage","NC","Southern Pines","Moore",10258,130300,-0.00987841945288754,-0.00837138508371385,0.0733113673805601,0.0251179033980353,0.0219199857357473,"2007-06","2007-Q2",134100,-0.0283370618941089,"2007-04"
2015-08-31,"Ogden Dunes","IN","Chicago","Porter",10259,260100,-0.00497322111706197,-0.00191864927091328,0.028876582278481,-0.011581837239201,-0.0098623117383716,"2008-06","2008-Q2",404200,-0.356506679861455,"2004-07"
2015-08-31,"Algood","TN","Cookeville","Putnam",10260,100700,0.00499001996007984,0.014098690835851,0.0182002022244692,-0.00197434906969707,0.0146146564453804,"2014-02","2014-Q1",103000,-0.0223300970873786,"2013-05"
2015-08-31,"Port Republic","NJ","Atlantic City","Atlantic",10261,179400,0.00447928331466965,0.00279485746226942,-0.0180623973727422,-0.0364511497781745,-0.0398781198338861,"2005-04","2005-Q2",270900,-0.337763012181617,
2015-08-31,"Tilton","IL","Danville","Vermilion",10262,50800,-0.00392156862745098,-0.0211946050096339,0.0139720558882236,,,"2015-04","2015-Q2",52200,-0.0268199233716475,"2015-03"
2015-08-31,"Weston","OR","Pendleton","Umatilla",10263,151900,0.00596026490066225,0.0263513513513513,0.0533980582524272,0.0566853669202425,0.0648961956022704,"2015-08","2015-Q3",151900,0,"2015-08"
2015-08-31,"Guffey","CO","Denver","Park",10264,245000,0.00163532297628782,0.00286532951289398,0.0903426791277258,0.0374084275167299,0.0271636687022785,"2015-08","2015-Q3",245000,0,"2015-08"
2015-08-31,"Edgewood","IN","Anderson","Madison",10265,85300,0.0166865315852205,0.0130641330166271,-0.0501113585746102,-0.0295457298478229,-0.0331522017101086,"2005-07","2005-Q3",120000,-0.289166666666667,"1998-04"
2015-08-31,"Woodstock","NH","Lebanon","Grafton",10266,176400,0.00113507377979569,0.0062749572162008,0.03886925795053,0.0111333824885,-0.00776443672010241,"2007-05","2007-Q2",217700,-0.189710610932476,"2004-11"
2015-08-31,"Howe","TX","Sherman","Grayson",10267,107700,0.0198863636363636,0.0727091633466136,0.252325581395349,0.0602100846957183,0.0200594885009229,"2015-08","2015-Q3",107700,0,"2015-08"
2015-08-31,"Orlinda","TN","Nashville","Robertson",10268,132900,-0.00523952095808383,-0.0140949554896142,0.0137299771167048,0.0251121401854404,0.0144834482788005,"2015-04","2015-Q2",135200,-0.0170118343195266,"2014-11"
2015-08-31,"Palm Beach Shores","FL","Miami-Fort Lauderdale","Palm Beach",10269,374700,0.0204248366013072,0.0437325905292479,0.0641863107071855,0.0225297127515542,-0.039624375773791,"2006-07","2006-Q3",631200,-0.406368821292776,"2004-04"
2015-08-31,"Tieton","WA","Yakima","Yakima",10270,140000,0.0050251256281407,0.0196649672250546,0.0355029585798817,0.0179250012188421,0.0205779786401397,"2015-08","2015-Q3",140000,0,"2015-08"
2015-08-31,"Jackson","NH",,"Carroll",10271,232900,-0.00555081127241674,-0.0185419300463548,-0.0139712108382727,-0.0124853173933235,-0.0200543334642738,"2006-01","2006-Q1",291500,-0.201029159519726,"2004-11"
2015-08-31,"Cordova","IL","Davenport","Rock Island",10272,135300,-0.0138483965014577,-0.0404255319148936,0.0127245508982036,0.00268220215228476,0.0136891309551344,"2015-01","2015-Q1",148100,-0.0864280891289669,"2014-09"
2015-08-31,"East Hampton","NY","New York","Suffolk",10273,3151700,0.0202317752168846,0.0683366665536762,0.257511072098312,0.103273186564919,0.0568474683045121,"2015-08","2015-Q3",3151700,0,"2015-08"
2015-08-31,"Center Harbor","NH","Laconia","Belknap",10274,276600,0.00581818181818182,-0.00108342361863489,0.067953667953668,0.00708976639942249,-0.0185919930450003,"2006-03","2006-Q1",350700,-0.211291702309666,"2003-09"
2015-08-31,"Corona de Tucson","AZ","Tucson","Pima",10275,183500,0.00768808347062054,0.0211463550361714,0.0819575471698113,0.0187789408531129,-0.0280533508877897,"2006-03","2006-Q1",263400,-0.30334092634776,"2004-10"
2015-08-31,"Maugansville","MD","Hagerstown","Washington",10276,159700,-0.00125078173858662,-0.0043640897755611,0.00630119722747322,-0.00710943546067488,-0.0255614821095457,"2006-06","2006-Q2",231100,-0.30895716140199,"2004-08"
2015-08-31,"Longbranch","WA","Seattle","Pierce",10277,305100,0.00328839197632358,0.0139581256231306,0.0527950310559006,-0.0126183595054872,-0.00447644487554755,"2007-10","2007-Q4",377400,-0.191573926868045,"2005-07"
2015-08-31,"Washington","CT","Torrington","Litchfield",10278,567800,-0.0142361111111111,-0.0439467923892911,-0.185482714101277,-0.0158117426503043,-0.0332794274572938,"2006-12","2006-Q4",806800,-0.296232027764006,"2002-04"
2015-08-31,"Andale","KS","Wichita","Sedgwick",10279,169000,0.0174593618302228,0.0451453308596166,0.0778061224489796,0.0271703013328988,0.0184958428943511,"2015-08","2015-Q3",169000,0,"2015-08"
2015-08-31,"Monte Rio","CA","Santa Rosa","Sonoma",10280,372700,-0.00666311300639659,0.00947995666305525,0.10922619047619,0.0750061304752669,-0.00306027688580379,"2006-05","2006-Q2",421900,-0.116615311685233,"2005-06"
2015-08-31,"Addis","LA","Baton Rouge","West Baton Rouge",10281,195500,0.00565843621399177,0.0590465872156013,0.0897435897435897,0.0265415382522591,,"2015-08","2015-Q3",195500,0,"2015-08"
2015-08-31,"Cortland West","NY","Cortland","Cortland",10282,168600,0.0017825311942959,0.00416914830256105,-0.013458162668227,-0.00200449672787484,0.00437386652684335,"2007-07","2007-Q3",186500,-0.0959785522788204,"2006-07"
2015-08-31,"Brookfield","VT","Lebanon","Orange",10283,218400,0.00367647058823529,-0.00364963503649635,-0.0978934324659232,0.0298838690569285,,"2014-05","2014-Q2",245300,-0.109661638809621,"2013-07"
2015-08-31,"Elsinboro Township","NJ","Philadelphia","Salem",10284,143900,0.00278745644599303,-0.0041522491349481,-0.067401166558652,-0.0291034686313644,-0.0123252048968358,"2007-03","2007-Q1",198600,-0.275427995971803,"2005-02"
2015-08-31,"Goshen","MA","Springfield","Hampshire",10285,239400,0.00715187210769878,0.018290089323692,0.031451960361913,0.0163072305760206,0.00608875614347038,"2015-08","2015-Q3",239400,0,"2015-08"
2015-08-31,"Potterville","MI","Lansing","Eaton",10286,92900,0.0253863134657837,0.0568828213879408,0,-0.0187085962489453,-0.0341515301466193,"2005-06","2005-Q2",132500,-0.298867924528302,"2000-04"
2015-08-31,"Mendon","VT","Rutland","Rutland",10287,206900,-0.0033718689788054,-0.0171021377672209,0.00485672656629432,-0.00115596109126637,-0.0304237915630753,"2005-07","2005-Q3",284700,-0.273270108886547,"2004-04"
2015-08-31,"Beulah","CO","Pueblo","Pueblo",10288,149500,0.00673400673400673,0.0232717316906229,0.0374739764052741,-0.00668649391241305,0.000873749493758735,"2006-08","2006-Q3",167100,-0.105326152004788,"2005-09"
2015-08-31,"Eldorado","WI","Fond du Lac","Fond du Lac",10289,161700,-0.00553505535055351,0.00434782608695652,-0.0270758122743682,0.00337338998873871,0.009097086950699,"2014-08","2014-Q3",166200,-0.0270758122743682,"2014-04"
2015-08-31,"Country Knolls","NY","Albany","Saratoga",10290,258900,-0.00269645608628659,-0.00308047747400847,0.0121188428459734,0.00147424600623469,-0.00130384926050542,"2006-06","2006-Q2",275100,-0.0588876772082879,"2005-08"
2015-08-31,"Happy Jack","AZ","Flagstaff","Coconino",10291,215300,0.000929800092980009,-0.00965961361545538,-0.0195810564663024,-0.0115705469647985,-0.0116224634188803,"2006-09","2006-Q3",288700,-0.254243158988569,"2005-05"
2015-08-31,"Daleville","VA","Roanoke","Botetourt",10292,246700,0.00325335502236682,0.0177392739273927,0.0413676656817222,0.00460280819829961,0.00938444477163247,"2007-05","2007-Q2",258600,-0.0460170146945089,"2006-10"
2015-08-31,"Jonestown","TX","Austin","Travis",10293,185300,-0.0169761273209549,-0.0169761273209549,-0.0138371474188398,0.0549693388862675,,"2014-05","2014-Q2",200600,-0.076271186440678,"2014-04"
2015-08-31,"Belle Vernon","PA","Pittsburgh","Fayette",10294,50100,-0.0137795275590551,-0.0511363636363636,-0.0617977528089888,-0.0163337626515151,0.00283821793586903,"2008-05","2008-Q2",66200,-0.243202416918429,"2006-05"
2015-08-31,"Ellport","PA","New Castle","Lawrence",10295,97700,0.00411099691675231,0.0145379023883697,0.0795580110497238,0.0239410816148635,,"2008-11","2008-Q4",100100,-0.023976023976024,"2008-09"
2015-08-31,"New Oxford","PA","Gettysburg","Adams",10296,137200,0.00586510263929619,0.0323551542513168,0.124590163934426,-0.0107248274372812,-0.00166110742829439,"2006-08","2006-Q3",150500,-0.0883720930232558,"2005-08"
2015-08-31,"Lake Kiowa","TX","Gainesville","Cooke",10297,264400,0.00227445034116755,-0.0580691129319558,-0.00451807228915663,-0.00890961464171658,0.0287717240155603,"2010-01","2010-Q1",291500,-0.092967409948542,"2009-04"
2015-08-31,"New Philadelphia","PA","Pottsville","Schuylkill",10298,49100,0,0,0.0767543859649123,0.0352048263229665,0.0270447447910827,"2014-12","2014-Q4",51300,-0.0428849902534113,"2014-10"
2015-08-31,"Petersham","MA","Worcester","Worcester",10299,240400,0.00208420175072947,0.00208420175072947,0.00417710944026733,0.0129688962563315,-0.0082259078354171,"2005-03","2005-Q1",263600,-0.0880121396054628,"2004-02"
2015-08-31,"Temple","NH","Manchester","Hillsborough",10300,241400,0.00709219858156028,0.018135807676086,0.0564551422319475,0.00309396331437028,-0.0157734344573051,"2005-08","2005-Q3",283000,-0.146996466431095,"2003-07"
2015-08-31,"Leetsdale","PA","Pittsburgh","Allegheny",10301,92900,-0.00214822771213749,-0.0148462354188759,0.054483541430193,0.0685084869182593,0.0349348940415923,"2015-05","2015-Q2",94300,-0.0148462354188759,"2015-05"
2015-08-31,"Suffield","CT","Hartford","Hartford",10302,269400,0.00861100711344066,0.0258948971820259,-0.0260303687635575,0.00459114666094473,-0.00385179664654456,"2007-06","2007-Q2",284200,-0.0520760028149191,"2005-04"
2015-08-31,"Bay Head","NJ","New York","Ocean",10303,1088500,0.00777705767984446,0.0131236038719285,0.0221617053244436,0,0.000988355619350179,"2006-10","2006-Q4",1168700,-0.0686232566099085,"2005-10"
2015-08-31,"Denmark","TN","Jackson","Madison",10304,93200,0.0298342541436464,0.106888361045131,0.231175693527081,0.0475006347153473,0.0188814180945189,"2015-08","2015-Q3",93200,0,"2015-08"
2015-08-31,"Sauk City","WI","Baraboo","Sauk",10305,166400,0,0.00301386377335744,0.0189834660134721,0.00327716701050651,0.00024070296736789,"2008-05","2008-Q2",180800,-0.079646017699115,"2006-02"
2015-08-31,"Coldstream","KY","Louisville/Jefferson County","Jefferson",10306,150100,0.000666666666666667,0.00603217158176944,0.00941492938802959,0.0137398892731742,0.00887972883290145,"2015-08","2015-Q3",150100,0,"2015-08"
2015-08-31,"Rosendale","WI","Fond du Lac","Fond du Lac",10307,133800,-0.00741839762611276,-0.0276162790697674,-0.0530785562632696,-0.00915985173561296,0.00280821187815228,"2010-04","2010-Q2",141500,-0.054416961130742,"2009-03"
2015-08-31,"Lake Placid","NY",,"Essex",10308,194400,-0.0126968004062976,0.0151436031331593,-0.0390509144834404,-0.00546480814904726,,"2013-12","2013-Q4",212100,-0.0834512022630834,"2013-08"
2015-08-31,"Stoneboro","PA","Youngstown","Mercer",10309,124200,0.00404203718674212,0.0472175379426644,0.109919571045576,0.040373981234106,0.030801937109654,"2015-08","2015-Q3",124200,0,"2015-08"
2015-08-31,"Hopwood","PA","Pittsburgh","Fayette",10310,119200,0.00675675675675676,0.0311418685121107,0.0275862068965517,0.0253027049209296,0.0306946806826527,"2014-04","2014-Q2",120100,-0.00749375520399667,"2014-03"
2015-08-31,"Overgaard","AZ","Show Low","Navajo",10311,195000,-0.000512557662737058,0.0405549626467449,-0.00662251655629139,0.0235215194655012,0.00742243004900822,"2007-09","2007-Q3",242900,-0.197200494030465,"2005-12"
2015-08-31,"Calabash","NC","Wilmington","Brunswick",10312,90100,0.025028441410694,0.0751789976133652,0.109605911330049,-0.000885544891807699,-0.00475661827786211,"2007-09","2007-Q3",125400,-0.281499202551834,"2005-06"
2015-08-31,"Linden","IN","Crawfordsville","Montgomery",10313,73600,0.0293706293706294,0.0589928057553957,0.0605187319884726,-0.00691923846338316,-0.0241681338067241,"2005-06","2005-Q2",94800,-0.223628691983122,"2001-02"
2015-08-31,"Rockville","IN",,"Parke",10314,71000,-0.00837988826815642,-0.0097629009762901,0.0215827338129496,0.000281928434999967,-0.0242978768631333,"2005-07","2005-Q3",90900,-0.218921892189219,"2002-11"
2015-08-31,"Tallassee","TN","Knoxville","Blount",10315,76300,0.00131233595800525,0.00659630606860158,0.0105960264900662,0.0294283408182827,0.0303168695895266,"2008-06","2008-Q2",78300,-0.0255427841634738,"2008-04"
2015-08-31,"Monson","MA","Springfield","Hampden",10316,176300,-0.00451722190852626,0.00113571834185122,0.00685322672758424,0.00011348161890079,-0.00703688110702061,"2006-09","2006-Q3",201000,-0.122885572139303,"2004-07"
2015-08-31,"Northfield","KY","Louisville/Jefferson County","Jefferson",10317,322000,0.00342785914615145,0.00687929956222639,0.0186649794368871,0.0202417166361457,0.0138934107682167,"2014-02","2014-Q1",323300,-0.00402103309619548,"2014-02"
2015-08-31,"New Salem","MA","Springfield","Franklin",10318,211800,-0.00376293508936971,-0.0023551577955723,0.00665399239543726,0.00469234441312327,-0.0150174757535422,"2005-07","2005-Q3",248000,-0.145967741935484,"2004-07"
2015-08-31,"Santa Claus","IN",,"Spencer",10319,170400,0.00709219858156028,0.0531520395550062,0.105775470473718,0.0352486670840573,0.0130357666532157,"2015-08","2015-Q3",170400,0,"2015-08"
2015-08-31,"Welaka","FL","Palatka","Putnam",10320,117300,-0.00339847068819031,-0.0117944397641112,-0.0697858842188739,-0.0224465126257767,-0.0324848242650513,"2008-06","2008-Q2",237700,-0.506520824568784,
2015-08-31,"Wickerham Manor-Fisher","PA","Pittsburgh","Washington",10321,130600,0.00384319754035357,0.0100541376643465,0.00693909020817271,0.0239931172377255,0.0245235157511228,"2015-08","2015-Q3",130600,0,"2015-08"
2015-08-31,"Fincastle","KY","Louisville/Jefferson County","Jefferson",10322,146800,0.00204778156996587,0.00962861072902338,0.0576368876080692,0.0158491968758454,0.00886412453415764,"2015-08","2015-Q3",146800,0,"2015-08"
2015-08-31,"Eagle","CO","Edwards","Eagle",10323,432200,0.00698974836905871,0.0224745682517152,0.0977901955803912,0.0211802015410989,-0.00133215851838209,"2008-04","2008-Q2",541500,-0.201846722068329,"2005-08"
2015-08-31,"Mounds","OK","Tulsa","Creek",10324,72300,-0.00686813186813187,-0.0486842105263158,0.124416796267496,0.0432694406189351,0.0260597438231045,"2015-05","2015-Q2",76000,-0.0486842105263158,"2015-04"
2015-08-31,"New Castle","NH","Boston","Rockingham",10325,1140100,-0.00166374781085814,-0.00791855203619909,0.0465393794749403,0.0413098959570055,0.00798851082958452,"2015-04","2015-Q2",1149600,-0.00826374391092554,"2015-03"
2015-08-31,"South Beach","OR",,"Lincoln",10326,228100,0.00484581497797357,0.0265526552655266,0.0382339553937187,-0.0138709186427106,0.00343990815200623,"2007-01","2007-Q1",280500,-0.18680926916221,"2005-10"
2015-08-31,"Hampshire","TN","Columbia","Maury",10327,125200,0.00400962309542903,-0.0126182965299685,-0.0226385636221702,0.0364098442424918,0.0373097509192677,"2015-01","2015-Q1",137200,-0.0874635568513119,"2014-08"
2015-08-31,"Weatherby Lake","MO","Kansas City","Platte",10328,301600,-0.000993706525339516,0.00332667997338656,0.0619718309859155,0.0294962049925995,0.0164084644238758,"2015-07","2015-Q3",301900,-0.000993706525339516,"2015-06"
2015-08-31,"Kure Beach","NC","Wilmington","New Hanover",10329,345900,0.00202780996523754,0.0176522506619594,0.0500910746812386,0.0103145338928301,-0.0111391496476141,"2006-06","2006-Q2",480100,-0.279525098937721,"2005-04"
2015-08-31,"Bent Mountain","VA","Roanoke","Roanoke",10330,160200,0.00187617260787992,0.0132827324478178,-0.0123304562268804,0.0295383952139354,0.026609267375018,"2014-10","2014-Q4",163600,-0.0207823960880196,"2014-07"
2015-08-31,"Wyoming","DE","Dover","Kent",10331,148600,-0.00335345405767941,0.00609343263371699,0.0362622036262204,0.000404258318333239,0.000337097905724226,"2006-11","2006-Q4",173100,-0.141536683997689,"2005-09"
2015-08-31,"Big Coppitt Key","FL","Key West","Monroe",10332,417800,0.0160505836575875,0.0257795236926099,0.0660882878285277,0.0717946600124844,-0.0467396537661856,"2005-08","2005-Q3",674300,-0.38039448316773,"2004-03"
2015-08-31,"Aledo","TX","Dallas-Fort Worth","Parker",10333,185600,0.0209020902090209,0.0497737556561086,0.14922600619195,0.0412997260080283,0.0230346743688665,"2015-08","2015-Q3",185600,0,"2015-08"
2015-08-31,"Trenton","IL","St. Louis","Clinton",10334,121700,0.00661703887510339,0.0158597662771285,0.0313559322033898,0.00315202006360038,0.00292235126971785,"2007-06","2007-Q2",128200,-0.0507020280811232,"2006-02"
2015-08-31,"Rheems","PA","Lancaster","Lancaster",10335,175900,-0.00283446712018141,-0.00283446712018141,-0.0178671133445003,-0.0077744025126868,0.0021281673152771,"2007-09","2007-Q3",190400,-0.0761554621848739,"2005-11"
2015-08-31,"Harrisville","NH","Keene","Cheshire",10336,227000,-0.00351185250219491,0.00799289520426288,-0.0211297973264338,-0.0211446874998112,-0.0236555539485499,"2005-07","2005-Q3",289800,-0.216701173222912,"2004-07"
2015-08-31,"Saint Regis Park","KY","Louisville/Jefferson County","Jefferson",10337,199400,0.00605449041372351,0.0189064895247828,0.0347690710949663,0.0205688021855519,0.0151279534363287,"2015-08","2015-Q3",199400,0,"2015-08"
2015-08-31,"Manattee Road","FL",,"Levy",10338,110600,0.00912408759124088,0.0118938700823422,0.0563514804202483,-0.0211877075718021,-0.0339944648662565,"2006-11","2006-Q4",187800,-0.411075612353568,"2004-09"
2015-08-31,"Hoodsport","WA","Shelton","Mason",10339,163700,-0.00182926829268293,0.0263322884012539,0.0762656147271532,-0.01661011832628,0.0104752157686063,"2007-09","2007-Q3",195200,-0.161372950819672,"2006-01"
2015-08-31,"Boston Heights","OH","Akron","Summit",10340,301600,-0.00626029654036244,-0.0195058517555267,-0.0236322434444804,0.0213257903410016,0.00113436628760466,"2014-12","2014-Q4",312000,-0.0333333333333333,"2014-04"
2015-08-31,"Pittsburg","NH","Berlin","Coos",10341,122900,0.00408496732026144,0.0173841059602649,0.116257947320618,-0.00918022168988197,-0.0223056257807324,"2007-02","2007-Q1",173100,-0.29000577700751,"2004-10"
2015-08-31,"Monterey","MA","Pittsfield","Berkshire",10342,478100,-0.0115774240231548,-0.0266693811074919,0.0235495611218155,0.0282671571609436,0.0129202986295374,"2015-04","2015-Q2",492200,-0.0286468915075173,"2015-02"
2015-08-31,"Ashaway","RI","Providence","Washington",10343,195000,0.0025706940874036,0.00775193798449612,-0.0225563909774436,-0.0137712355664886,-0.0230844557688743,"2006-08","2006-Q3",260500,-0.251439539347409,"2003-07"
2015-08-31,"Chateau Woods","TX","Houston","Montgomery",10344,154900,0.0019404915912031,-0.0025756600128783,0.0423956931359354,0.0463497913226909,0.0250064653024329,"2015-02","2015-Q1",158400,-0.0220959595959596,"2014-12"
2015-08-31,"Sand Hill","PA","Lebanon","Lebanon",10345,143500,-0.00277970813064628,-0.00623268698060942,-0.0496688741721854,-0.0141522434523418,0.00449962503823764,"2010-05","2010-Q2",156200,-0.0813060179257362,"2006-10"
2015-08-31,"Williamstown","PA","Harrisburg","Dauphin",10346,75000,-0.0118577075098814,-0.0335051546391753,-0.0196078431372549,0.0147655079512476,0.0229066639872517,"2015-05","2015-Q2",77600,-0.0335051546391753,"2015-03"
2015-08-31,"Marion","MA","Boston","Plymouth",10347,556100,0.00451589595375723,0.0109071077985821,0.0209289517165412,0.0112684605261071,-0.0112320564778982,"2006-06","2006-Q2",647700,-0.141423498533272,"2004-01"
2015-08-31,"Rancho Viejo","TX","Brownsville","Cameron",10348,164700,0.00610873549175321,0.0378071833648393,0.0523961661341853,0.00430520229255271,0.01522670840993,"2014-03","2014-Q1",166400,-0.0102163461538462,"2014-02"
2015-08-31,"Lytle Creek","CA","Riverside","San Bernardino",10349,158700,0.00954198473282443,-0.0012586532410321,-0.0536672629695885,-0.00630614107932093,-0.0640057502673326,"2006-04","2006-Q2",365200,-0.565443592552026,"2002-09"
2015-08-31,"North Pekin","IL","Peoria","Tazewell",10350,82300,0.01230012300123,0.0510855683269476,0.0470737913486005,-0.00502658302032166,0.00296390921015499,"2007-08","2007-Q3",86300,-0.0463499420625724,"2006-11"
2015-08-31,"Spring Ridge","PA","Reading","Berks",10351,204800,0.00392156862745098,0.00244738130200685,-0.0106280193236715,0.00216239488100345,-0.00188461397247075,"2006-12","2006-Q4",239500,-0.144885177453027,"2005-07"
2015-08-31,"Houserville","PA","State College","Centre",10352,184700,0.00763775231860338,0.021570796460177,0.059667240390132,0.00992612073521615,0.0181460880402478,"2015-08","2015-Q3",184700,0,"2015-08"
2015-08-31,"Silverlake","WA","Longview","Cowlitz",10353,221500,0.00590372388737511,0.0226223453370268,0.0264133456904541,-0.00321923878853192,0.0120995335675111,"2007-03","2007-Q1",270300,-0.180540140584536,"2006-01"
2015-08-31,"Bass River Township","NJ","Philadelphia","Burlington",10354,211100,0.00523809523809524,0.0178399228543877,-0.00141911069063387,-0.00750223671843175,-0.00697271616621653,"2006-08","2006-Q3",255400,-0.1734534064213,"2004-07"
2015-08-31,"Tamworth","NH",,"Carroll",10355,154300,-0.00322997416020672,-0.0121638924455826,-0.0165710643722116,-0.000775896447301916,-0.0206489778823705,"2007-05","2007-Q2",205700,-0.249878463782207,"2003-09"
2015-08-31,"North Topsail Beach","NC","Jacksonville","Onslow",10356,208100,-0.000960153624579933,0.00482858522452921,0.0151219512195122,-0.0314873798982038,-0.00227778574999649,"2007-01","2007-Q1",278700,-0.253318980983136,"2005-03"
2015-08-31,"Jay","NY",,"Essex",10357,124600,-0.00399680255795364,-0.0103256552819698,-0.0280811232449298,-0.0142937890433438,-0.00330973145517011,"2006-04","2006-Q2",144400,-0.137119113573407,"2005-06"
2015-08-31,"Tuckasegee","NC",,"Jackson",10358,176400,0.05,0.089561457689932,-0.0237963475373547,-0.0305480867286785,-0.0182615711080534,"2006-12","2006-Q4",262400,-0.327743902439024,"2004-06"
2015-08-31,"Morris","AL","Birmingham","Jefferson",10359,163600,0.00615006150061501,0.025705329153605,0.0664928292046936,0.0258507054654407,0.00645831910717032,"2008-03","2008-Q1",167400,-0.022700119474313,"2007-08"
2015-08-31,"Springtown","TX","Dallas-Fort Worth","Parker",10360,111300,0.00632911392405063,0.0118181818181818,0.056980056980057,0.0224619737310519,0.0146867965640309,"2015-08","2015-Q3",111300,0,"2015-08"
2015-08-31,"Sturgeon-Noblestown","PA","Pittsburgh","Allegheny",10361,160200,0.00945179584120983,0.0145661811272958,0.036222509702458,0.0332959345319979,0.0254498997012387,"2015-08","2015-Q3",160200,0,"2015-08"
2015-08-31,"Marmet","WV","Charleston","Kanawha",10362,68600,0.00734214390602056,0.00145985401459854,-0.02,-0.0155718089624862,0.0206838210429054,"2010-08","2010-Q3",74200,-0.0754716981132075,"2008-08"
2015-08-31,"Haskell","AR","Little Rock","Saline",10363,117100,-0.000853242320819113,0.00774526678141136,0.0353669319186561,0.00432542101011935,0.0195369220583392,"2015-07","2015-Q3",117200,-0.000853242320819113,"2015-07"
2015-08-31,"Jacobus","PA","York","York",10364,158500,0.00571065989847716,0.0239018087855297,0.0147247119078105,-0.0161006402273357,-0.0095141432210113,"2007-09","2007-Q3",195900,-0.190913731495661,"2004-12"
2015-08-31,"Monteagle","TN","Chattanooga","Marion",10365,178800,0.00336700336700337,0.0193842645381984,0.1175,0.0142347899107951,0.0275880394723225,"2007-08","2007-Q3",183800,-0.0272034820457018,"2007-07"
2015-08-31,"Hill","NH","Concord","Merrimack",10366,167400,0,-0.00946745562130178,-0.0123893805309735,-0.00319495350814047,-0.015347269809305,"2006-04","2006-Q2",208700,-0.197891710589363,"2004-03"
2015-08-31,"Sunnyside-Tahoe City","CA","Sacramento","Placer",10367,576700,-0.000346680533888022,0.0300053580996607,0.09368480940641,0.0175706183298217,-0.0128613920870715,"2005-12","2005-Q4",661600,-0.128325272067715,"2004-11"
2015-08-31,"Lowry Crossing","TX","Dallas-Fort Worth","Collin",10368,200600,0.004004004004004,0.0266120777891505,0.127599775154581,0.0592942588024628,0.0271894658159246,"2015-08","2015-Q3",200600,0,"2015-08"
2015-08-31,"Metamora","IL","Peoria","Woodford",10369,130600,-0.00229182582123759,-0.00305343511450382,0.00230237912509593,0.000460052333935979,0.00917548525170875,"2013-09","2013-Q3",131900,-0.00985595147839272,"2013-05"
2015-08-31,"Sandisfield","MA","Pittsfield","Berkshire",10370,261500,0.00654349499615088,0.0183021806853583,0.0535858178887994,-0.00363123293278167,-0.000799532116065538,"2006-05","2006-Q2",285000,-0.0824561403508772,"2005-07"
2015-08-31,"Condon","MT","Missoula","Missoula",10371,296800,-0.0149352804513774,-0.0385487528344671,-0.0912431108389467,0.0337600022739593,0.0463867237676423,"2014-08","2014-Q3",326600,-0.0912431108389467,"2014-01"
2015-08-31,"Grandview","IL","Springfield","Sangamon",10372,59000,0.0102739726027397,0.0260869565217391,0.0189982728842832,-0.00664510702940491,0.00240437350145628,"2012-08","2012-Q3",74900,-0.212283044058745,"2008-11"
2015-08-31,"Seville","OH","Cleveland","Medina",10373,128500,0,-0.00541795665634675,0.0214626391096979,0.00345974614898736,-0.00796638318837739,"2006-02","2006-Q1",142900,-0.100769769069279,"2003-02"
2015-08-31,"North York","PA","York","York",10374,81600,0.00245700245700246,0.00245700245700246,0.02,-0.0209236179649032,-0.00012246648995673,"2007-11","2007-Q4",96900,-0.157894736842105,"2005-08"
2015-08-31,"Owens Cross Roads","AL","Huntsville","Madison",10375,124400,-0.00160513643659711,-0.00718276137270551,0.0332225913621262,-0.0120890821537248,-0.0100341926887675,"2007-07","2007-Q3",141600,-0.121468926553672,
2015-08-31,"Concord","AL","Birmingham","Jefferson",10376,105000,0.00961538461538462,0.05,0.10410094637224,0,0.00260846385732272,"2010-02","2010-Q1",107900,-0.0268767377201112,"2009-11"
2015-08-31,"Bennett","CO","Denver","Adams",10377,193100,0.0147136100893326,0.0500271886895052,0.225253807106599,0.0857115571722267,0.0147489783645347,"2015-08","2015-Q3",193100,0,"2015-08"
2015-08-31,"Tower Lakes","IL","Chicago","Lake",10378,449400,0.0110236220472441,0.0354838709677419,0.0288461538461538,0.00704455031596818,-0.0108104170110142,"2006-09","2006-Q3",548100,-0.18007662835249,"2004-01"
2015-08-31,"Seeley Lake","MT","Missoula","Missoula",10379,219900,-0.021797153024911,-0.00901306894997747,0.016173752310536,0.0178324457525709,0.028641567725407,"2009-05","2009-Q2",282100,-0.220489188231124,"2008-08"
2015-08-31,"Arch Cape","OR","Astoria","Clatsop",10380,575500,0.00629480678440287,0.0371238060911876,0.0905817699450445,-0.0274698010615068,0.00187851640368719,"2009-05","2009-Q2",768200,-0.250846133819318,"2005-09"
2015-08-31,"Worthington","MA","Springfield","Hampshire",10381,236900,0.00338839474798814,0.00126796280642434,0.00980392156862745,0.0128944727020563,0.000933436211444372,"2007-03","2007-Q1",246800,-0.0401134521880065,"2006-04"
2015-08-31,"Indianola","WA","Bremerton","Kitsap",10382,323600,-0.00400123114804555,-0.00827459393196445,0.0391779062299294,0.00255343675408137,0.00368934509797691,"2007-04","2007-Q2",370600,-0.126821370750135,"2005-10"
